5 4 2 0 8 3 7 6 1 	0 1 2 3 7 6 5 8 4 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 3 7 6 8 4 5 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 3 7 6 8 5 4 	25
5 4 2 0 8 3 7 6 1 	0 1 2 3 7 8 4 5 6 	23
5 4 2 0 8 3 7 6 1 	0 1 2 3 7 8 4 6 5 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 3 7 8 5 4 6 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 3 7 8 5 6 4 	23
5 4 2 0 8 3 7 6 1 	0 1 2 3 7 8 6 4 5 	27
5 4 2 0 8 3 7 6 1 	0 1 2 3 7 8 6 5 4 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 3 8 4 5 6 7 	25
5 4 2 0 8 3 7 6 1 	0 1 2 3 8 4 5 7 6 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 3 8 4 6 5 7 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 3 8 4 6 7 5 	27
5 4 2 0 8 3 7 6 1 	0 1 2 3 8 4 7 5 6 	23
5 4 2 0 8 3 7 6 1 	0 1 2 3 8 4 7 6 5 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 3 8 5 4 6 7 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 3 8 5 4 7 6 	21
5 4 2 0 8 3 7 6 1 	0 1 2 3 8 5 6 4 7 	27
5 4 2 0 8 3 7 6 1 	0 1 2 3 8 5 6 7 4 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 3 8 5 7 4 6 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 3 8 5 7 6 4 	25
5 4 2 0 8 3 7 6 1 	0 1 2 3 8 6 4 5 7 	21
5 4 2 0 8 3 7 6 1 	0 1 2 3 8 6 4 7 5 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 3 8 6 5 4 7 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 3 8 6 5 7 4 	21
5 4 2 0 8 3 7 6 1 	0 1 2 3 8 6 7 4 5 	25
5 4 2 0 8 3 7 6 1 	0 1 2 3 8 6 7 5 4 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 3 8 7 4 5 6 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 3 8 7 4 6 5 	25
5 4 2 0 8 3 7 6 1 	0 1 2 3 8 7 5 4 6 	25
5 4 2 0 8 3 7 6 1 	0 1 2 3 8 7 5 6 4 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 3 8 7 6 4 5 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 3 8 7 6 5 4 	25
5 4 2 0 8 3 7 6 1 	0 1 2 4 3 5 6 7 8 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 4 3 5 6 8 7 	25
5 4 2 0 8 3 7 6 1 	0 1 2 4 3 5 7 6 8 	21
5 4 2 0 8 3 7 6 1 	0 1 2 4 3 5 7 8 6 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 4 3 5 8 6 7 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 4 3 5 8 7 6 	21
5 4 2 0 8 3 7 6 1 	0 1 2 4 3 6 5 7 8 	17
5 4 2 0 8 3 7 6 1 	0 1 2 4 3 6 5 8 7 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 4 3 6 7 5 8 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 4 3 6 7 8 5 	21
5 4 2 0 8 3 7 6 1 	0 1 2 4 3 6 8 5 7 	19
5 4 2 0 8 3 7 6 1 	0 1 2 4 3 6 8 7 5 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 4 3 7 5 6 8 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 4 3 7 5 8 6 	19
5 4 2 0 8 3 7 6 1 	0 1 2 4 3 7 6 5 8 	23
5 4 2 0 8 3 7 6 1 	0 1 2 4 3 7 6 8 5 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 4 3 7 8 5 6 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 4 3 7 8 6 5 	25
5 4 2 0 8 3 7 6 1 	0 1 2 4 3 8 5 6 7 	21
5 4 2 0 8 3 7 6 1 	0 1 2 4 3 8 5 7 6 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 4 3 8 6 5 7 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 4 3 8 6 7 5 	25
5 4 2 0 8 3 7 6 1 	0 1 2 4 3 8 7 5 6 	23
5 4 2 0 8 3 7 6 1 	0 1 2 4 3 8 7 6 5 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 4 5 3 6 7 8 	17
5 4 2 0 8 3 7 6 1 	0 1 2 4 5 3 6 8 7 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 4 5 3 7 6 8 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 4 5 3 7 8 6 	13
5 4 2 0 8 3 7 6 1 	0 1 2 4 5 3 8 6 7 	17
5 4 2 0 8 3 7 6 1 	0 1 2 4 5 3 8 7 6 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 4 5 6 3 7 8 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 4 5 6 3 8 7 	17
5 4 2 0 8 3 7 6 1 	0 1 2 4 5 6 7 3 8 	17
5 4 2 0 8 3 7 6 1 	0 1 2 4 5 6 7 8 3 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 4 5 6 8 3 7 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 4 5 6 8 7 3 	13
5 4 2 0 8 3 7 6 1 	0 1 2 4 5 7 3 6 8 	21
5 4 2 0 8 3 7 6 1 	0 1 2 4 5 7 3 8 6 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 4 5 7 6 3 8 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 4 5 7 6 8 3 	17
5 4 2 0 8 3 7 6 1 	0 1 2 4 5 7 8 3 6 	17
5 4 2 0 8 3 7 6 1 	0 1 2 4 5 7 8 6 3 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 4 5 8 3 6 7 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 4 5 8 3 7 6 	19
5 4 2 0 8 3 7 6 1 	0 1 2 4 5 8 6 3 7 	19
5 4 2 0 8 3 7 6 1 	0 1 2 4 5 8 6 7 3 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 4 5 8 7 3 6 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 4 5 8 7 6 3 	13
5 4 2 0 8 3 7 6 1 	0 1 2 4 6 3 5 7 8 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 4 6 3 5 8 7 	17
5 4 2 0 8 3 7 6 1 	0 1 2 4 6 3 7 5 8 	21
5 4 2 0 8 3 7 6 1 	0 1 2 4 6 3 7 8 5 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 4 6 3 8 5 7 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 4 6 3 8 7 5 	21
5 4 2 0 8 3 7 6 1 	0 1 2 4 6 5 3 7 8 	23
5 4 2 0 8 3 7 6 1 	0 1 2 4 6 5 3 8 7 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 4 6 5 7 3 8 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 4 6 5 7 8 3 	21
5 4 2 0 8 3 7 6 1 	0 1 2 4 6 5 8 3 7 	23
5 4 2 0 8 3 7 6 1 	0 1 2 4 6 5 8 7 3 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 4 6 7 3 5 8 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 4 6 7 3 8 5 	25
5 4 2 0 8 3 7 6 1 	0 1 2 4 6 7 5 3 8 	21
5 4 2 0 8 3 7 6 1 	0 1 2 4 6 7 5 8 3 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 4 6 7 8 3 5 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 4 6 7 8 5 3 	21
5 4 2 0 8 3 7 6 1 	0 1 2 4 6 8 3 5 7 	23
5 4 2 0 8 3 7 6 1 	0 1 2 4 6 8 3 7 5 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 4 6 8 5 3 7 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 4 6 8 5 7 3 	15
5 4 2 0 8 3 7 6 1 	0 1 2 4 6 8 7 3 5 	23
5 4 2 0 8 3 7 6 1 	0 1 2 4 6 8 7 5 3 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 4 7 3 5 6 8 	19
5 4 2 0 8 3 7 6 1 	0 1 2 4 7 3 5 8 6 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 4 7 3 6 5 8 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 4 7 3 6 8 5 	19
5 4 2 0 8 3 7 6 1 	0 1 2 4 7 3 8 5 6 	17
5 4 2 0 8 3 7 6 1 	0 1 2 4 7 3 8 6 5 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 4 7 5 3 6 8 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 4 7 5 3 8 6 	23
5 4 2 0 8 3 7 6 1 	0 1 2 4 7 5 6 3 8 	19
5 4 2 0 8 3 7 6 1 	0 1 2 4 7 5 6 8 3 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 4 7 5 8 3 6 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 4 7 5 8 6 3 	19
5 4 2 0 8 3 7 6 1 	0 1 2 4 7 6 3 5 8 	21
5 4 2 0 8 3 7 6 1 	0 1 2 4 7 6 3 8 5 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 4 7 6 5 3 8 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 4 7 6 5 8 3 	15
5 4 2 0 8 3 7 6 1 	0 1 2 4 7 6 8 3 5 	21
5 4 2 0 8 3 7 6 1 	0 1 2 4 7 6 8 5 3 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 4 7 8 3 5 6 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 4 7 8 3 6 5 	25
5 4 2 0 8 3 7 6 1 	0 1 2 4 7 8 5 3 6 	21
5 4 2 0 8 3 7 6 1 	0 1 2 4 7 8 5 6 3 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 4 7 8 6 3 5 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 4 7 8 6 5 3 	17
5 4 2 0 8 3 7 6 1 	0 1 2 4 8 3 5 6 7 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 4 8 3 5 7 6 	15
5 4 2 0 8 3 7 6 1 	0 1 2 4 8 3 6 5 7 	21
5 4 2 0 8 3 7 6 1 	0 1 2 4 8 3 6 7 5 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 4 8 3 7 5 6 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 4 8 3 7 6 5 	21
5 4 2 0 8 3 7 6 1 	0 1 2 4 8 5 3 6 7 	23
5 4 2 0 8 3 7 6 1 	0 1 2 4 8 5 3 7 6 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 4 8 5 6 3 7 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 4 8 5 6 7 3 	21
5 4 2 0 8 3 7 6 1 	0 1 2 4 8 5 7 3 6 	19
5 4 2 0 8 3 7 6 1 	0 1 2 4 8 5 7 6 3 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 4 8 6 3 5 7 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 4 8 6 3 7 5 	23
5 4 2 0 8 3 7 6 1 	0 1 2 4 8 6 5 3 7 	19
5 4 2 0 8 3 7 6 1 	0 1 2 4 8 6 5 7 3 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 4 8 6 7 3 5 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 4 8 6 7 5 3 	17
5 4 2 0 8 3 7 6 1 	0 1 2 4 8 7 3 5 6 	21
5 4 2 0 8 3 7 6 1 	0 1 2 4 8 7 3 6 5 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 4 8 7 5 3 6 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 4 8 7 5 6 3 	19
5 4 2 0 8 3 7 6 1 	0 1 2 4 8 7 6 3 5 	23
5 4 2 0 8 3 7 6 1 	0 1 2 4 8 7 6 5 3 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 5 3 4 6 7 8 	25
5 4 2 0 8 3 7 6 1 	0 1 2 5 3 4 6 8 7 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 5 3 4 7 6 8 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 5 3 4 7 8 6 	21
5 4 2 0 8 3 7 6 1 	0 1 2 5 3 4 8 6 7 	23
5 4 2 0 8 3 7 6 1 	0 1 2 5 3 4 8 7 6 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 5 3 6 4 7 8 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 5 3 6 4 8 7 	19
5 4 2 0 8 3 7 6 1 	0 1 2 5 3 6 7 4 8 	21
5 4 2 0 8 3 7 6 1 	0 1 2 5 3 6 7 8 4 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 5 3 6 8 4 7 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 5 3 6 8 7 4 	17
5 4 2 0 8 3 7 6 1 	0 1 2 5 3 7 4 6 8 	23
5 4 2 0 8 3 7 6 1 	0 1 2 5 3 7 4 8 6 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 5 3 7 6 4 8 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 5 3 7 6 8 4 	21
5 4 2 0 8 3 7 6 1 	0 1 2 5 3 7 8 4 6 	23
5 4 2 0 8 3 7 6 1 	0 1 2 5 3 7 8 6 4 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 5 3 8 4 6 7 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 5 3 8 4 7 6 	21
5 4 2 0 8 3 7 6 1 	0 1 2 5 3 8 6 4 7 	23
5 4 2 0 8 3 7 6 1 	0 1 2 5 3 8 6 7 4 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 5 3 8 7 4 6 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 5 3 8 7 6 4 	19
5 4 2 0 8 3 7 6 1 	0 1 2 5 4 3 6 7 8 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 5 4 3 6 8 7 	19
5 4 2 0 8 3 7 6 1 	0 1 2 5 4 3 7 6 8 	17
5 4 2 0 8 3 7 6 1 	0 1 2 5 4 3 7 8 6 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 5 4 3 8 6 7 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 5 4 3 8 7 6 	15
5 4 2 0 8 3 7 6 1 	0 1 2 5 4 6 3 7 8 	23
5 4 2 0 8 3 7 6 1 	0 1 2 5 4 6 3 8 7 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 5 4 6 7 3 8 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 5 4 6 7 8 3 	19
5 4 2 0 8 3 7 6 1 	0 1 2 5 4 6 8 3 7 	19
5 4 2 0 8 3 7 6 1 	0 1 2 5 4 6 8 7 3 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 5 4 7 3 6 8 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 5 4 7 3 8 6 	21
5 4 2 0 8 3 7 6 1 	0 1 2 5 4 7 6 3 8 	19
5 4 2 0 8 3 7 6 1 	0 1 2 5 4 7 6 8 3 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 5 4 7 8 3 6 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 5 4 7 8 6 3 	19
5 4 2 0 8 3 7 6 1 	0 1 2 5 4 8 3 6 7 	25
5 4 2 0 8 3 7 6 1 	0 1 2 5 4 8 3 7 6 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 5 4 8 6 3 7 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 5 4 8 6 7 3 	21
5 4 2 0 8 3 7 6 1 	0 1 2 5 4 8 7 3 6 	17
5 4 2 0 8 3 7 6 1 	0 1 2 5 4 8 7 6 3 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 5 6 3 4 7 8 	19
5 4 2 0 8 3 7 6 1 	0 1 2 5 6 3 4 8 7 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 5 6 3 7 4 8 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 5 6 3 7 8 4 	23
5 4 2 0 8 3 7 6 1 	0 1 2 5 6 3 8 4 7 	17
5 4 2 0 8 3 7 6 1 	0 1 2 5 6 3 8 7 4 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 5 6 4 3 7 8 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 5 6 4 3 8 7 	23
5 4 2 0 8 3 7 6 1 	0 1 2 5 6 4 7 3 8 	23
5 4 2 0 8 3 7 6 1 	0 1 2 5 6 4 7 8 3 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 5 6 4 8 3 7 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 5 6 4 8 7 3 	19
5 4 2 0 8 3 7 6 1 	0 1 2 5 6 7 3 4 8 	23
5 4 2 0 8 3 7 6 1 	0 1 2 5 6 7 3 8 4 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 5 6 7 4 3 8 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 5 6 7 4 8 3 	21
5 4 2 0 8 3 7 6 1 	0 1 2 5 6 7 8 3 4 	21
5 4 2 0 8 3 7 6 1 	0 1 2 5 6 7 8 4 3 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 5 6 8 3 4 7 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 5 6 8 3 7 4 	21
5 4 2 0 8 3 7 6 1 	0 1 2 5 6 8 4 3 7 	23
5 4 2 0 8 3 7 6 1 	0 1 2 5 6 8 4 7 3 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 5 6 8 7 3 4 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 5 6 8 7 4 3 	19
5 4 2 0 8 3 7 6 1 	0 1 2 5 7 3 4 6 8 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 5 7 3 4 8 6 	17
5 4 2 0 8 3 7 6 1 	0 1 2 5 7 3 6 4 8 	15
5 4 2 0 8 3 7 6 1 	0 1 2 5 7 3 6 8 4 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 5 7 3 8 4 6 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 5 7 3 8 6 4 	23
5 4 2 0 8 3 7 6 1 	0 1 2 5 7 4 3 6 8 	23
5 4 2 0 8 3 7 6 1 	0 1 2 5 7 4 3 8 6 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 5 7 4 6 3 8 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 5 7 4 6 8 3 	19
5 4 2 0 8 3 7 6 1 	0 1 2 5 7 4 8 3 6 	23
5 4 2 0 8 3 7 6 1 	0 1 2 5 7 4 8 6 3 	目标状态不可达
5 4 2 0 8 3 7 6 1 	0 1 2 5 7 6 3 4 8 	目标状态不可达
